NOME,NUM,Latitude,Longitude,SEQ,GRUPO,SENTIDO,TIPO,ID_do_Itinerario,COD
"Av. Manoel Ribas, 531 - Mercês",110037,-25.422482678274,-49.284327553297,37,,Horário,Novo mobiliário,481,10
"Rua Augusto Stresser, 517 - Juvevê",130238,-25.41708345942,-49.256172509141,6,,Horário,Novo mobiliário,481,10
"Rua Chile, 821 - Rebouças",140051,-25.447454019728,-49.257707463789,18,,Horário,Novo mobiliário,481,10
"R. Dep. Mário de Barros, 1681 - Centro Cívico",120112,-25.411725747542,-49.270902069941,42,,Horário,Novo mobiliário,481,10
"R. Alm. Tamandaré, 272 - Alto da Rua Quinze",130268,-25.430344876301,-49.255575743551,10,,Horário,Novo mobiliário,481,10
"Rua Bento Viana, 307 - Água Verde",150232,-25.450112696017,-49.281852682209,26,,Horário,Novo mobiliário,481,10
"Av. Visc. de Guarapuava, 1692 - Centro",140204,-25.432681513162,-49.258593202776,39,,Horário,Novo mobiliário,2701,10
"R. Alm. Tamandaré, 1202 - Juvevê",130239,-25.421678616348,-49.254575830689,36,,Horário,Novo mobiliário,2701,10
"Rua Alberto Bolliger, 772 - Juvevê",130237,-25.415826729313,-49.259532069941,5,,Horário,Novo mobiliário,6481,10
"R. Prefeito Rosalvo G Mello Leitão, 101 - Centro Cívico",120113,-25.414183583213,-49.265916974491,2,,Horário,Novo mobiliário,481,10
"Rua Iapó, 579 - Rebouças",140186,-25.446212806029,-49.255276651329,15,,Horário,Novo mobiliário,481,10
"Praça Alfredo Anderson, 1 - Bigorrilho",180041,-25.43459297823,-49.290712449074,31,,Horário,Novo mobiliário,481,10
"R. Jacy Loureiro de Campos, 1 - Centro Cívico",120111,-25.415285181408,-49.270133906746,43,,Horário,Novo mobiliário,481,10
"Rua Dep. Mário de Barros, 772 - Juvevê",120115,-25.413442474774,-49.261645480986,4,,Horário,Novo mobiliário,481,10
"R. Baltazar Carrasco dos Reis, 467 - Rebouças",140184,-25.443681194399,-49.252649251709,13,,Horário,Chapéu chinês,481,10
"R. Ernâni Santiago de Oliveira, 212 - Centro Cívico",121012,-25.416483344292,-49.268804168619,1,,Horário,Novo mobiliário,481,10
"Av. Água Verde, 842 - Água Verde",150559,-25.452927585155,-49.279979067936,9,,Horário,Novo mobiliário,2701,10
"R. Júlia Wanderley, 621 - Mercês",190175,-25.424943323382,-49.291435480986,20,,Horário,Novo mobiliário,2701,10
"R. Tapajós, 607 - Mercês",110039,-25.417200592005,-49.280558658896,24,,Horário,Novo mobiliário,2701,10
"Rua Bento Viana, 487 - Água Verde",150233,-25.447695542992,-49.282909271164,12,,Horário,Novo mobiliário,2701,10
"Rua Chile, 2052 - Rebouças",150228,-25.45212,-49.26918,21,,Horário,Novo mobiliário,6481,10
"Rua Alm. Tamandaré, 1689 - Alto da Rua Quinze",130102,-25.418973713985,-49.254268746032,7,,Horário,Novo mobiliário,481,10
"Rua Chile, 1626 - Rebouças",150001,-25.45056406034,-49.265392069941,20,,Horário,Novo mobiliário,481,10
"R. Tapajós, 948- Bom Retiro",190176,-25.413928814884,-49.27970317791,40,,Horário,Novo mobiliário,481,10
"Rua Baltazar Carrasco dos Reis, 440 - Rebouças",140875,-25.444688097732,-49.255299616275,14,,Horário,Novo mobiliário,481,10
"Rua Tibagi, 960 - Rebouças",110040,-25.43661,-49.26094,40,,Horário,Novo mobiliário,2701,10
"R. Tapajós, 290 - Mercês",110038,-25.420162140919,-49.281326209822,23,,Horário,Novo mobiliário,2701,10
"Rua Bento Viana, 1166 - Batel",180141,-25.442111211044,-49.285420845404,14,,Horário,Novo mobiliário,2701,10
"R. Júlia Wanderley, 322 - Mercês",110036,-25.423430413535,-49.287646127345,36,,Horário,Novo mobiliário,6481,10
"Rua Bento Viana, 996 - Água Verde",150234,-25.444655634129,-49.284239796295,28,,Horário,Novo mobiliário,6481,10
"Rua Chile, 1164 - Rebouças",150052,-25.449009924282,-49.261531233788,19,,Horário,Novo mobiliário,6481,10
"R. Fernando Simas, 911 - Mercês",180140,-25.429615465966,-49.289655743551,33,,Horário,Novo mobiliário,481,10
"Rua Bento Viana, 76 - Água Verde",150231,-25.452546679672,-49.280763527613,25,,Horário,Novo mobiliário,481,10
"R. Cap. Souza Franco, 661 - Bigorrilho",180042,-25.432206677422,-49.292185860119,17,,Horário,Novo mobiliário,2701,10
"R. Carlos Pioli, 471 - Bom Retiro",120110,-25.410516984135,-49.276479387732,26,,Horário,Novo mobiliário,2701,10
"Av. Água Verde, 470 - Água Verde",150230,-25.453485781412,-49.275919766865,8,,Horário,Novo mobiliário,2701,10
"Rua Comendador Roseira, 416 - Prado Velho",140269,-25.450188827277,-49.255166442957,17,,Horário,Novo mobiliário,6481,10
"Av. Água Verde, 102 - Água Verde",150229,-25.45335527419,-49.272544023314,22,,Horário,Novo mobiliário,6481,10
"Rua Ernani Santiago de Oliveira, 99 - Centro Cívico",120707,-25.416731148041,-49.267704481546,29,,Horário,Novo mobiliário,2701,10
"Rua Fernando Simas, 1119 - Mercês",190832,-25.426269574212,-49.291281284041,19,,Horário,Sem demarcação,2701,10
"R. Teixeira Coelho, 382 - Batel",180040,-25.438600657133,-49.28881635582,15,,Horário,Novo mobiliário,2701,10
"Rua Dep. Mário de Barros, 1129 - Juvevê",120114,-25.412710335095,-49.26529842576,3,,Horário,Novo mobiliário,6481,10
"Rua Alm. Tamandaré, 727 - Alto da Rua XV",130267,-25.425727547473,-49.255047813492,9,,Horário,Novo mobiliário,481,10
"Rua Iapó, 842 - Prado Velho",140187,-25.449416367089,-49.254227813492,16,,Horário,Novo mobiliário,481,10
"Rua Ernani Santiago de Oliveira, 171 - Centro Cívico",120104,-25.41632,-49.26904,1,,Anti-horário,Novo mobiliário,482,11
"R. Francisco Rocha, 1711 - Bigorrilho",190174,-25.430959689249,-49.295817317791,17,,Anti-horário,Novo mobiliário,482,11
"Rua Conselheiro Dantas, 1520 - Água Verde",150715,-25.454366316417,-49.271165800764,48,,Anti-horário,Chapéu chinês,4382,11
"Rua Prof. Benedito N dos Santos, 42 - Centro Cívico",120706,-25.413776385812,-49.266247318092,18,,Anti-horário,Novo mobiliário,4382,11
"Rua Rockefeller, 1424 - Prado Velho",140265,-25.450261873841,-49.259898163195,52,,Anti-horário,Novo mobiliário,4382,11
"Rua Alferes Ângelo Sampaio, 1177 - Batel",180036,-25.442824460903,-49.282907143517,42,,Anti-horário,Novo mobiliário,4382,11
"R. José de Alencar, 361 - Alto da Rua Quinze",110027,-25.431270813559,-49.254113440476,6,,Anti-horário,Novo mobiliário,4382,11
"Av. Manoel Ribas, 898 - Mercês",110034,-25.422197325377,-49.288070641699,29,,Anti-horário,Novo mobiliário,4382,11
"Rua Imaculada Conceição, 631 - Prado Velho",140182,-25.44647,-49.25388,36,,Anti-Horário,Novo mobiliário,9473,11
"Rua Imaculada Conceição, 205 - Rebouças",140183,-25.44264,-49.25573,37,,Anti-Horário,Novo mobiliário,9473,11
"Rua Rocha Pombo, 466 - Juvevê",130236,-25.41395,-49.25893,47,,Anti-Horário,Novo mobiliário,9473,11
"Rua Rocha Pombo, 920 - Juvevê",120097,-25.412399381482,-49.262105976686,48,,Anti-Horário,Novo mobiliário,9473,11
"R. Dom Alberto Gonçalves, 951 - Bom Retiro",120109,-25.413472422663,-49.281147930059,6,,Anti-Horário,Novo mobiliário,9473,11
"R. Dom Alberto Gonçalves, 44 - Mercês",110032,-25.421716676263,-49.28331842576,9,,Anti-Horário,Novo mobiliário,9473,11
"R. Padre Agostinho, 1380 - Bigorrilho",190173,-25.429076024657,-49.293428775463,16,,Anti-Horário,Novo mobiliário,9473,11
"R. Francisco Rocha, 1362 - Bigorrilho",180037,-25.433904877339,-49.29412046627,18,,Anti-Horário,Novo mobiliário,9473,11
"R. Francisco Rocha, 956 - Bigorrilho",180038,-25.437100622493,-49.292313790178,19,,Anti-Horário,Novo mobiliário,9473,11
"R. Alferes Ângelo Sampaio, 183",150887,-25.45154101422,-49.278711198289,26,,Anti-Horário,Chapéu chinês,9473,11
"R. Mal. Hermes, 910 - Centro Cívico",120100,-25.410867950571,-49.266023353639,51,,Anti-horário,Novo mobiliário,482,11
"R. Silveira Neto, 686 - Água Verde",150225,-25.45555,-49.27243,28,,Anti-horário,Novo mobiliário,482,11
"Rua Imaculada Conceição, 1091 - Prado Velho",140181,-25.45052,-49.25291,35,,Anti-horário,Novo mobiliário,482,11
"Av. Sete de Setembro, 1797 - Centro",110015,-25.43405,-49.25686,39,,Anti-horário,Novo mobiliário,482,11
"R. José de Alencar, 1693 - Alto da XV",130233,-25.42017,-49.25279,44,,Anti-horário,Novo mobiliário,482,11
"Rua Rocha Pombo, 2 - Juvevê",130235,-25.416176648704,-49.255896588955,46,,Anti-horário,Novo mobiliário,482,11
"Rua Alberto Folloni, 477 - Juvevê",120098,-25.41108,-49.26382,49,,Anti-horário,Novo mobiliário,482,11
"Av. Manoel Ribas, 530 - Mercês",110033,-25.422354282858,-49.284145743551,10,,Anti-horário,Novo mobiliário,482,11
"Av. do Batel, 1190 - Batel",180069,-25.441566099155,-49.285130978769,41,,Anti-horário,Novo mobiliário,4382,11
"Av. do Batel, 1614 - Batel",180067,-25.442672993214,-49.288137735075,40,,Anti-horário,Novo mobiliário,4382,11
"R. Jacy Loureiro de Campos, 1 - Centro Cívico",120105,-25.414750954843,-49.269954606152,20,,Anti-horário,Novo mobiliário,4382,11
"Rua Padre Agostinho, 1702 - São Francisco",190048,-25.429777952575,-49.295175851531,35,,Anti-horário,Novo mobiliário,4382,11
"Rua Alferes Ângelo Sampaio, 615 - Água Verde",150220,-25.446854383581,-49.280945364418,24,,Anti-horário,Novo mobiliário,482,11
"R. José de Alencar, 641 - Alto da Rua Quinze",110028,-25.429290931856,-49.253856588955,41,,Anti-horário,Novo mobiliário,482,11
"R. Padre Agostinho, 1168 - Bigorrilho",190172,-25.42804152399,-49.290816150961,15,,Anti-horário,Novo mobiliário,482,11
"R. Manoel Eufrásio, 1223 - Ahú",120099,-25.409179497499,-49.265251786655,16,,Anti-horário,Novo mobiliário,4382,11
"Viaduto Colorado, 1159 - Rebouças",140216,-25.436607355344,-49.260179058856,4,,Anti-horário,Novo mobiliário,4382,11
"Rua Comendador Roseira, 260 - Prado Velho",140267,-25.45043,-49.25676,53,,Anti-horário,Novo mobiliário,4382,11
"Rua José de Alencar, 1391 - Alto da Rua XV",130232,-25.42337,-49.25315,9,,Anti-horário,Novo mobiliário,4382,11
"R. Dep. Mário de Barros, 1681 - Centro Cívico",120106,-25.411519072436,-49.27147046627,21,,Anti-horário,Novo mobiliário,4382,11
"R. Carlos Pioli, 861 - Bom Retiro",120108,-25.41197,-49.27903,23,,Anti-horário,Novo mobiliário,4382,11
"R. Dom Alberto Gonçalves, 611-745 - Mercês",110030,-25.416719717526,-49.282000495701,25,,Anti-horário,Novo mobiliário,4382,11
"Rua Iapó, 1158 - Prado Velho",140270,-25.450967928953,-49.254071720238,34,,Anti-Horário,Novo mobiliário,9473,11
"R. Dom Alberto Gonçalves, 256 - Mercês",110031,-25.419750929556,-49.282769766865,8,,Anti-Horário,Novo mobiliário,9473,11
"R. Francisco Rocha, 612 - Batel",180039,-25.440617266354,-49.290334139881,20,,Anti-Horário,Novo mobiliário,9473,11
"R. Carlos Pioli, 471 - Bom Retiro",120107,-25.410308195459,-49.27609842576,4,,Anti-horário,Novo mobiliário,482,11
"Rua Alferes Ângelo Sampaio, 262 - Água Verde",150222,-25.44981,-49.27953,44,,Anti-horário,Novo mobiliário,4382,11
"Rua Silveira Neto, 349 - Água Verde",150224,-25.45434,-49.27595,27,,Anti-Horário,Novo mobiliário,9473,11
"Rua Conselheiro Dantas, 1206 - Rebouças",150226,-25.45387,-49.26991,29,,Anti-horário,Novo mobiliário,482,11
"Av. Manoel Ribas, 1054 - Mercês",110035,-25.422572451556,-49.290002332506,12,,Anti-horário,Novo mobiliário,482,11
"Alameda Pres. Taunay, 1826 - Mercês",190170,-25.423931211227,-49.291052449074,13,,Anti-horário,Novo mobiliário,482,11
"R. José de Alencar, 1011 - Alto da XV",130960,-25.426393079053,-49.25352703134,42,,Anti-horário,Novo mobiliário,482,11
"Rua Conselheiro Dantas, 356 - Prado Velho",140053,-25.45057968767,-49.26169953373,51,,Anti-horário,Novo mobiliário,4382,11
"Rua Augusto Stresser, 908 - Juvevê",130234,-25.416890336817,-49.252919504299,11,,Anti-horário,Novo mobiliário,4382,11
"Rua Conselheiro Dantas, 761 - Rebouças",150227,-25.45201,-49.26525,30,,Anti-Horário,Novo mobiliário,9473,11
"Alameda Pres. Taunay, 1432 - Mercês",190171,-25.427157483578,-49.289513906746,14,,Anti-Horário,Novo mobiliário,9473,11
"R. Amauri Lange Silvério, 1168 - Pilarzinho",120069,-25.38812161599,-49.282947301204,43,,Sentido Horário,Novo mobiliário,15214,20
"Rua Waldemar Kost, 1037 - Hauer",150204,-25.483870044995,-49.249394135601,90,,Sentido Horário,Novo mobiliário,15214,20
"Rua José Rietmeyer, 462 - Guabirotuba",140034,-25.475951562363,-49.24008727481,86,,Sentido Horário,Novo mobiliário,15214,20
"Rua Júlio César Ribeiro de Sousa, 92 - Hauer",140011,-25.477880624657,-49.243317034,87,,Sentido Horário,Novo mobiliário,15214,20
"R. Nilo Peçanha, 3942 - Pilarzinho",120364,-25.387650229444,-49.275059164495,47,,Sentido Horário,Novo mobiliário,15214,20
"Rua dos Funcionários, 1252 - Cabral",130110,-25.409516291718,-49.249253236771,65,,Sentido Horário,Novo mobiliário,15214,20
"R. Holanda, 1131 - Boa Vista",120091,-25.39547,-49.25103,59,,Sentido Horário,Novo mobiliário,15214,20
"Rua Evaristo da Veiga, 2422 - Boqueirão",150213,-25.492413000217,-49.259629387732,96,,Sentido Horário,Novo mobiliário,15214,20
"Rua Evaristo da Veiga, 2896 - Xaxim",150216,-25.493896631502,-49.263292069941,97,,Sentido Horário,Novo mobiliário,15214,20
"R. Cel. Airton Plaisant, 1767  - Portão",180106,-25.468682060746,-49.300689708004,12,,Sentido Horário,Novo mobiliário,15214,20
"R. Gen. Mário Tourinho, 742 - Campina do Siqueira",180122,-25.444737577965,-49.304682186508,20,,Sentido Horário,Novo mobiliário,15214,20
"R. Euclides da Cunha, 1761 - Bigorrilho",190204,-25.429302453653,-49.300548892031,26,,Sentido Horário,Novo mobiliário,15214,20
"R. Jacarezinho, 898 - Mercês",190213,-25.420855183478,-49.291344519014,29,,Sentido Horário,Novo mobiliário,15214,20
"R. Santa Cecília, 727 - Pilarzinho",190230,-25.399581849395,-49.288017201223,38,,Sentido Horário,Novo mobiliário,15214,20
"R. Carlos Dietzsch, 489 - Portão",181048,-25.471576413196,-49.299072934741,11,,Sentido Horário,Novo mobiliário,15214,20
"Av. Cel. Francisco H. dos Santos, 2601 - Hauer",141018,-25.47061620149,-49.23703060248,85,,Sentido Horário,Novo mobiliário,15214,20
Terminal Capão Raso - 020 - Interbairros II (Horário),104805,-25.492282787478,-49.293082763875,104,14497,Sentido Horário,Plataforma,15214,20
"R. Jacarezinho, 1700 - Vista Alegre",190634,-25.414928510808,-49.289786746963,31,,Sentido Horário,Novo mobiliário,15214,20
Terminal Hauer - 020 - Interbairros II (Horário),105512,-25.481900027076,-49.247077753948,89,14487,Sentido Horário,Plataforma,15214,20
"R. Amauri Lange Silvério, 232 - Pilarzinho",120032,-25.395020632843,-49.285214765023,40,,Sentido Horário,Novo mobiliário,15214,20
"Rua Mateus Leme, 4556 - São Lourenço",120512,-25.388972375663,-49.267452203876,53,,Sentido Horário,Novo mobiliário,15214,20
"Av. Nossa Sra. da Luz, 1932 - Hugo Lange",130124,-25.420220338188,-49.239922186508,72,,Sentido Horário,Novo mobiliário,15214,20
"Rua dos Funcionários, 1372 - Cabral",130113,-25.411594638016,-49.247466559525,66,,Sentido Horário,Novo mobiliário,15214,20
"Rua São Mateus, 440 - Portão",170014,-25.479103748398,-49.296791809683,8,,Sentido Horário,Novo mobiliário,15214,20
"Rua Ver. Garcia Rodrigues Velho, 451 - Cabral",120095,-25.403217268609,-49.251451953373,63,,Sentido Horário,Novo mobiliário,15214,20
"R. Des. Hugo Simas, 2672 - Pilarzinho",120024,-25.397184209268,-49.287880728836,39,,Sentido Horário,Novo mobiliário,15214,20
"Rua Cel. Francisco Heráclito dos Santos, 2000 - Guabirotuba",140177,-25.467764054921,-49.235107283454,84,,Sentido Horário,Novo mobiliário,15214,20
"R. Francisco Ader, 372 - Novo Mundo",170002,-25.491595209811,-49.297085860119,2,,Sentido Horário,Domus,15214,20
"Rua Sebastião Malucelli, 721 - Novo Mundo",170004,-25.49098,-49.29956,3,,Sentido Horário,Novo mobiliário,15214,20
"Rua Frei Gaspar Madre de Deus, 451 - Portão",170012,-25.480605738536,-49.298331953373,7,,Sentido Horário,Novo mobiliário,15214,20
"Rua Pedro Fabri, 1 - Cabral",120396,-25.399706751459,-49.253483701887,61,,Sentido Horário,Placa em cano,15214,20
"Av. Presidente Arthur da Silva Bernardes, 493 - Portão",181065,-25.456293045939,-49.303043606361,17,,Sentido Horário,Novo mobiliário,15214,20
"R. P-min. Brochado da Rocha, 1186 - Pilarzinho",120042,-25.393232978631,-49.283519018476,41,,Sentido Horário,Novo mobiliário,15214,20
"Rua Jaime Balão, 571 - Cabral",130115,-25.414054252764,-49.247121836805,67,,Sentido Horário,Novo mobiliário,15214,20
"Av. Brasília, 6105 - Novo Mundo",150106,-25.494404104557,-49.282067958336,101,,Sentido Horário,Novo mobiliário,15214,20
"R. Holanda, 2017 - Bacacheri",120087,-25.391206025289,-49.256779751282,57,,Sentido Horário,Novo mobiliário,15214,20
"R. Dr. Lauro Wolff Valente, 43 - Portão",180102,-25.472654108654,-49.296993925791,10,,Sentido Horário,Novo mobiliário,15214,20
"Rua Waldemar Kost, 1691 - Hauer",150206,-25.48644,-49.25571,92,,Sentido Horário,Novo mobiliário,15214,20
"Rua Frei Gaspar Madre de Deus, 821 - Novo Mundo",170010,-25.483289734266,-49.298261341105,6,,Sentido Horário,Novo mobiliário,15214,20
"Av. Pres. Arthur da S Bernardes, 77 - Portão",180118,-25.45261851561,-49.304228046627,18,,Sentido Horário,Novo mobiliário,15214,20
"R. Arthur Leinig, 784 - Vista Alegre",190221,-25.409937293089,-49.291784635582,33,,Sentido Horário,Chapéu chinês,15214,20
"R. João Tschannerl, 874 - Vista Alegre",190226,-25.404314845695,-49.290021107969,36,,Sentido Horário,Novo mobiliário,15214,20
"R. Jacarezinho, 1399 - Mercês",190215,-25.417685941767,-49.290508838169,30,,Sentido Horário,Novo mobiliário,15214,20
Terminal Capão da Imbuia - 020 - Interbairros II (Horário) / X42 - Especial Cabral / C.Imbuia,104706,-25.440273902521,-49.221235395617,77,14478,Sentido Horário,Plataforma,15214,20
"Rua Júlio César Ribeiro de Sousa, 486 - Hauer",140010,-25.479247440428,-49.246702540872,88,,Sentido Horário,Novo mobiliário,15214,20
"Rua Paulo Setúbal, 1016 - Hauer",150207,-25.487495210595,-49.256958961086,93,,Sentido Horário,Novo mobiliário,15214,20
"R. Augusto Stresser, 1661 - Hugo Lange",130121,-25.417782374876,-49.244086475319,70,,Sentido Horário,Novo mobiliário,15214,20
"Rua Francisco Derosso, 261 - Xaxim",150075,-25.496509367943,-49.271682828207,99,,Sentido Horário,Novo mobiliário,15214,20
"Rua Cel. Francisco Heráclito dos Santos, 392 - Jardim das Américas",140168,-25.452079607847,-49.230079533729,80,,Sentido Horário,Novo mobiliário,15214,20
"Rua Cel. Francisco Heráclito dos Santos, 726 - Jardim das Américas",140170,-25.455357950819,-49.231268198437,81,,Sentido Horário,Novo mobiliário,15214,20
"Rua Prof. Nilo Brandão, 671 - São Lourenço",120080,-25.388137251867,-49.267002215939,54,,Sentido Horário,Novo mobiliário,15214,20
"R. Cel. Francisco Heráclito dos Santos, 1422 -Jardim das Américas",140174,-25.461734843386,-49.233991923943,83,,Sentido Horário,Novo mobiliário,15214,20
"Rua Antônio Rebelatto, 429 - Xaxim",150218,-25.495131157356,-49.266737171793,98,,Sentido Horário,Novo mobiliário,15214,20
"Rua Jacarezinho, 418 - Mercês",190210,-25.424277296979,-49.295200145998,28,,Sentido Horário,Novo mobiliário,15214,20
Terminal Campina do Siqueira - 020 - Interbairros II (Horário),104501,-25.435877965682,-49.306887532517,23,14506,Sentido Horário,Plataforma,15214,20
"R. Nilo Peçanha, 4091 - Pilarzinho",120366,-25.386348662342,-49.277608522626,46,,Sentido Horário,Novo mobiliário,15214,20
"R. Nilo Peçanha, 3581 - Pilarzinho",120362,-25.389193403133,-49.272207685338,48,,Sentido Horário,Novo mobiliário,15214,20
"R. Mateus Leme, 3690 - São Lourenço",120516,-25.393073193721,-49.269535274452,51,,Sentido Horário,Novo mobiliário,15214,20
"R. Padre Germano Mayer, 2017 - Hugo Lange",130117,-25.416333068772,-49.24791953373,68,,Sentido Horário,Novo mobiliário,15214,20
"Av. Nossa Sra. da Luz, 2562 - Alto da Rua XV",130128,-25.4262,-49.242453906746,74,,Sentido Horário,Novo mobiliário,15214,20
"Rua Oyapock, 336 - Cristo Rei",130149,-25.4348,-49.23941,75,,Sentido Horário,Novo mobiliário,15214,20
"Av. Brasília, 5847 - Novo Mundo",150107,-25.494590197052,-49.285269174795,102,,Sentido Horário,Novo mobiliário,15214,20
"R. André Zanetti, 152 - Vista Alegre",190218,-25.412541906517,-49.291303268337,32,,Sentido Horário,Novo mobiliário,15214,20
"Rua Waldemar Kost, 1296 - Hauer",150205,-25.4849163261,-49.251993230182,91,,Sentido Horário,Novo mobiliário,15214,20
Terminal Cabral - 020 - Interbairros II (Horário) / X42 - Especial Cabral / C.Imbuia,104406,-25.406384298118,-49.252353475395,64,14474,Sentido Horário,Plataforma,15214,20
"Av. Nossa Sra. da Luz, 2272 - Hugo Lange",130126,-25.423102236331,-49.24181062097,73,,Sentido Horário,Novo mobiliário,15214,20
"Rua Cel. Francisco Heráclito dos Santos, 1092 - Guabirotuba",140172,-25.457834237679,-49.232410819477,82,,Sentido Horário,Novo mobiliário,15214,20
"Rua Pedro Fabri, 202 - Cabral",120093,-25.40149,-49.25321,62,,Sentido Horário,Novo mobiliário,15214,20
"Rua Prof. Nivaldo Braga, 243 - Cajuru",140125,-25.444622770282,-49.22320317791,78,,Sentido Horário,Novo mobiliário,15214,20
"Rua Evaristo da Veiga, 2162 - Boqueirão",150211,-25.491399420688,-49.257001836805,95,,Sentido Horário,Novo mobiliário,15214,20
"Av. Pres. Arthur da S Bernardes, 607 - Santa Quitéria",180114,-25.459296639166,-49.301964519014,16,,Sentido Horário,Novo mobiliário,15214,20
"R. Gen. Mário Tourinho, 1424 - Seminário",180126,-25.439584913726,-49.306922069941,22,,Sentido Horário,Novo mobiliário,15214,20
"R. Martin Afonso, 2711 - Bigorrilho",190201,-25.435589066631,-49.302904868717,24,,Sentido Horário,Novo mobiliário,15214,20
"R. João Tschannerl, 576 - Vista Alegre",190224,-25.406479714955,-49.291687813492,35,,Sentido Horário,Novo mobiliário,15214,20
"Rua Noel Rosa, 1-89 - Bigorrilho",190208,-25.426215134947,-49.299802186508,27,,Sentido Horário,Novo mobiliário,15214,20
"R. Amauri Lange Silvério, 828 - Pilarzinho",120043,-25.390875329296,-49.283135317028,42,,Sentido Horário,Novo mobiliário,15214,20
"Rua Paulo Setúbal, 1242 - Boqueirão",150209,-25.490002589564,-49.255755380403,94,,Sentido Horário,Novo mobiliário,15214,20
"R. Mateus Leme, 4360 - São Lourenço",120514,-25.390608903185,-49.267388166136,52,,Sentido Horário,Novo mobiliário,15214,20
"Rua Augusto Stresser, 1941- Hugo Lange",130122,-25.417965279292,-49.241829396433,71,,Sentido Horário,Novo mobiliário,15214,20
"Rua Pedro Américo, 381 - Novo Mundo",150108,-25.494948420494,-49.291139154597,103,,Sentido Horário,Novo mobiliário,15214,20
"R. São Salvador, 19 - Pilarzinho",120070,-25.385459983235,-49.280687930059,45,,Sentido Horário,Novo mobiliário,15214,20
"R. Vicente Ciccarino, 33 - Boa Vista",120092,-25.398741583224,-49.25197046627,60,,Sentido Horário,Novo mobiliário,15214,20
"R. Holanda, 1487 - Boa Vista",120089,-25.393714230605,-49.253350991402,58,,Sentido Horário,Novo mobiliário,15214,20
"R. Prof. Nilo Brandão, 671 - São Lourenço",120083,-25.388986347333,-49.26437475215,55,,Sentido Horário,Novo mobiliário,15214,20
"Rua Sesinando Chaves, 101 - Cajuru",140167,-25.447365193339,-49.225614868717,79,,Sentido Horário,Chapéu chinês,15214,20
"Rua Sebastião Malucelli, 431 - Novo Mundo",170005,-25.488359886818,-49.299567463789,4,,Sentido Horário,Novo mobiliário,15214,20
"Rua Sebastião Malucelli, 221 - Novo Mundo",170008,-25.486406368206,-49.299583294477,5,,Sentido Horário,Novo mobiliário,15214,20
"Av. Pres. Arthur da S Bernardes, 1343 - Portão",180110,-25.465404432738,-49.300395364418,14,,Sentido Horário,Novo mobiliário,15214,20
"R. Antônio Grade, 570 - Vista Alegre",190222,-25.408395796733,-49.292020845404,34,,Sentido Horário,Novo mobiliário,15214,20
"R. João Tschannerl, 1207 - Pilarzinho",190228,-25.402265440332,-49.287720233135,37,,Sentido Horário,Novo mobiliário,15214,20
"R. Francisco Klemtz, 2-100 - Portão",180107,-25.467571862062,-49.299588661203,13,,Sentido Horário,Novo mobiliário,15214,20
"R. Amauri Lange Silvério, 1418 - Pilarzinho",120609,-25.38626,-49.28241,44,,Sentido Horário,Placa em cano,15214,20
"R. Gen. Mário Tourinho, 1767 - Seminário",181052,-25.451073726933,-49.304514384579,19,,Sentido Horário,Chapéu chinês,15214,20
"R. Nilo Peçanha, 3355 - Pilarzinho",120360,-25.39172764817,-49.27260980749,49,,Sentido Horário,Novo mobiliário,15214,20
"R. Augusto Stresser, 1531 - Hugo Lange",130119,-25.41758856857,-49.246481687969,69,,Sentido Horário,Novo mobiliário,15214,20
"Rua Oyapock, 184 - Cristo Rei",130891,-25.437588947287,-49.237879843658,76,,Sentido Horário,Novo mobiliário,15214,20
"R. Simão Mansur, 72 - Boa Vista",120084,-25.390336125442,-49.259967556696,56,,Sentido Horário,Novo mobiliário,15214,20
"Rua São Mateus, 187 - Portão",170015,-25.477029631183,-49.29685654048,9,,Sentido Horário,Novo mobiliário,15214,20
"Av. Brasília, 6659 - Novo Mundo",150219,-25.4949694213,-49.27800157424,100,,Sentido Horário,Novo mobiliário,15214,20
"Av. Pres. Arthur da S Bernardes, 1035 - Portão",180112,-25.461368246655,-49.301499271164,15,,Sentido Horário,Novo mobiliário,15214,20
"R. Gen. Mário Tourinho, 1070 - Campina do Siqueira",180125,-25.44187,-49.30564,21,,Sentido Horário,Novo mobiliário,15214,20
"R. Euclides da Cunha, 1441- Bigorrilho",190203,-25.432634533671,-49.298883790178,25,,Sentido Horário,Novo mobiliário,15214,20
"R. Evaldo Wendler, 57 - São Lourenço, Curitiba - PR, 82200-180",121038,-25.394741567878,-49.27212088876,50,,Sentido Horário,Novo mobiliário,15214,20
"R. João Gava, 1 - Abranches",120077,-25.387358240445,-49.270174981302,12,,Anti-Horário,Novo mobiliário,15241,21
"Av. Nossa Senhora da Penha, 29 - Cristo Rei",130313,-25.436876653866,-49.235118509478,92,,Anti-Horário,Novo mobiliário,15241,21
"Av. Mal. Humberto de Alencar Castelo Branco, 793 - Jardim Social",130317,-25.434846838961,-49.236298681444,93,,Anti-Horário,Novo mobiliário,15241,21
"Rua Cel. Francisco Heráclito dos Santos, 519 - Guabirotuba",140169,-25.45246,-49.22982,86,,Anti-Horário,Novo mobiliário,15241,21
"Rua Itatiaia, 472 - Portão",170013,-25.47791,-49.29761,51,,Anti-Horário,Novo mobiliário,15241,21
