NOME,NUM,Latitude,Longitude,SEQ,GRUPO,SENTIDO,TIPO,ID_do_Itinerario,COD
"Rua Isaac Ferreira da Cruz, 5240 - Pinheirinho",160034,-25.533183277052,-49.286766646662,17,,Terminal Pinheirinho,Novo mobiliário,13394,636
Terminal Pinheirinho - 636 - Rio Negro,105735,-25.512327572965,-49.294844490739,26,14494,Terminal Pinheirinho,Plataforma,13394,636
"Rua Emanoel Voluz, 715 - Pinheirinho",150578,-25.527429844348,-49.290089969324,20,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Rua Celeste Tortato Gabardo, 1258 - Sítio Cercado",160226,-25.54433,-49.28307,16,,Rio Negro,Sem demarcação,13414,636
"Av. Winston Churchill, 2546 - Capão Raso",150330,-25.519229941942,-49.295454463264,24,,Terminal Pinheirinho,Domus,13394,636
"Rua Cruzeiro do Sul, 130 - Sítio Cercado",160243,-25.53727,-49.2821,15,,Terminal Pinheirinho,Domus,13394,636
"Rua Léon Nicolas, 2081 - Capão Raso",150332,-25.515159644727,-49.294443608469,25,,Terminal Pinheirinho,Domus,13394,636
"Rua Celeste Tortato Gabardo, 164 - Sítio Cercado",160149,-25.545016521314,-49.287449748463,7,,Terminal Pinheirinho,Domus,13394,636
"Rua Apucarana, 1679 - Sítio Cercado",160144,-25.544993531175,-49.296962202734,1,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Av. Winston Churchill, 2677 - Capão Raso",150751,-25.520731874323,-49.295383384725,23,,Terminal Pinheirinho,Placa em poste,13394,636
"Rua Celeste Tortato Gabardo, 871 - Sítio Cercado",160247,-25.543889999322,-49.279342771715,11,,Terminal Pinheirinho,Domus,13394,636
"Rua Inajá, 917 - Pinheirinho",160147,-25.545214049923,-49.29068372576,19,,Rio Negro,Domus,13414,636
"Rua Isaac Ferreira da Cruz, 6018 - Pinheirinho",160038,-25.528153440264,-49.29169157424,6,,Rio Negro,Novo mobiliário,13414,636
"Rua Cruzeiro do Sul, 578 - Sítio Cercado",160238,-25.541625681284,-49.27941044838,12,,Rio Negro,Domus,13414,636
"Rua Celeste Tortato Gabardo, 1064 - Sítio Cercado",160228,-25.544128372743,-49.281779558605,15,,Rio Negro,Sem demarcação,13414,636
"Rua Cruzeiro do Sul, 839 - Sítio Cercado",160237,-25.542798205685,-49.278501179524,12,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Rua Celeste Tortato Gabardo, 1547 - Sítio Cercado",160225,-25.544785409717,-49.2859731924,8,,Terminal Pinheirinho,Domus,13394,636
"Rua Isaac Ferreira da Cruz, 4728 - Pinheirinho",160032,-25.536092234573,-49.283941807375,9,,Rio Negro,Novo mobiliário,13414,636
"Rua Mal. Otávio Saldanha Maza, 2152 - Capão Raso",170123,-25.519286491621,-49.297219650297,3,,Rio Negro,Novo mobiliário,13414,636
"Rua Celeste Tortato Gabardo, 880 - Sítio Cercado",160246,-25.543784727661,-49.279407144732,14,,Rio Negro,Sem demarcação,13414,636
"Rua Celeste Tortato Gabardo, 1546 - Sítio Cercado",160224,-25.544746689406,-49.286084504074,17,,Rio Negro,Sem demarcação,13414,636
"Rua Emanoel Voluz, 949 - Pinheirinho",150579,-25.528548049752,-49.288473938393,19,,Terminal Pinheirinho,Domus,13394,636
"Rua Celeste Tortato Gabardo, 1257 - Sítio Cercado",160227,-25.54445,-49.28311,9,,Terminal Pinheirinho,Domus,13394,636
"R. Emanoel Voluz, 497 - Pinheirinho",150908,-25.525594921011,-49.291831226374,21,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho",160033,-25.533720616656,-49.28669638525,8,,Rio Negro,Novo mobiliário,13414,636
"Rua Mal. Otávio Saldanha Maza, 1766 - Capão Raso",170983,-25.515806160069,-49.297320355472,2,,Rio Negro,Novo mobiliário,13414,636
"Rua Celeste Tortato Gabardo, 1642 - Sítio Cercado",160148,-25.544917603184,-49.287412197537,18,,Rio Negro,Placa em cano,13414,636
"Rua Celeste Tortato Gabardo, 2188 - Sítio Cercado",160146,-25.544744269386,-49.292218716091,20,,Rio Negro,Domus,13414,636
"Rua Isaac Ferreira da Cruz, 4729 - Pinheirinho",160031,-25.535961343618,-49.283845480986,16,,Terminal Pinheirinho,Novo mobiliário,13394,636
"Rua Cruzeiro do Sul, 579 - Sítio Cercado",160239,-25.541508307209,-49.279355463095,13,,Terminal Pinheirinho,Domus,13394,636
"Rua Celeste Tortato Gabardo, 1063 - Sítio Cercado",160229,-25.54417919341,-49.28167092914,10,,Terminal Pinheirinho,Domus,13394,636
"Rua Apucarana, 1375 - Sítio Cercado",160142,-25.54355482371,-49.288442165798,6,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Rua Prof. Augusta Ribas, 85 - Pinheirinho",160261,-25.542718695629,-49.297166050619,2,,Terminal Pinheirinho,Domus,13394,636
"R. Rosa Tortato, 583 - Pinheirinho, Curitiba - PR, 81870-090",108221,-25.530630488171,-49.286961992924,18,,Terminal Pinheirinho,Chapéu chinês,13394,636
"Rua Mal. Otávio Saldanha Mazza, 8636 - Pinheirinho",170052,-25.522075360032,-49.297146011886,4,,Rio Negro,Novo mobiliário,13414,636
"Rua Cruzeiro do Sul, 129 - Sítio Cercado",160242,-25.53737,-49.28222,10,,Rio Negro,Domus,13414,636
"Rua Isaac Ferreira da Cruz, 3040 - Sítio Cercado",160026,-25.536796554977,-49.274286326389,19,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Cruzeiro do Sul, 578 - Sítio Cercado",160238,-25.541625681284,-49.27941044838,12,,Terminal Sítio Cercado,Domus,843,637
"Rua Filósofo Humberto Rohden, 425 - Sítio Cercado",160232,-25.540159102115,-49.273945447512,16,,Terminal Sítio Cercado,Domus,843,637
"Rua Filósofo Humberto Rohden, 639- Sítio Cercado",160230,-25.539084567378,-49.275886025734,17,,Terminal Sítio Cercado,Domus,843,637
Terminal Sítio Cercado - 637 - Santa Joana,106115,-25.534264151327,-49.267779430648,21,14492,Terminal Sítio Cercado,Plataforma,843,637
"Rua Cruzeiro do Sul, 129 - Sítio Cercado",160242,-25.53737,-49.28222,10,,Terminal Sítio Cercado,Domus,843,637
"Rua Celeste Tortato Gabardo, 538 - Sítio Cercado",160234,-25.543025691031,-49.276305791445,14,,Terminal Sítio Cercado,Domus,843,637
"Rua Celeste Tortato Gabardo, 227-  Sítio Cercado",160121,-25.541930611333,-49.273590054817,15,,Terminal Sítio Cercado,Chapéu chinês,843,637
"Rua Emanoel Voluz, 715 - Pinheirinho",150578,-25.527429844348,-49.290089969324,15,,Terminal Pinheirinho,Chapéu chinês,844,637
"Rua Isaac Ferreira da Cruz, 4728 - Pinheirinho",160032,-25.536092234573,-49.283941807375,9,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Mal. Otávio Saldanha Mazza, 8636 - Pinheirinho",170052,-25.522075360032,-49.297146011886,4,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Filósofo Humberto Rohden, 639 - Sítio Cercado",160231,-25.53926885779,-49.276067550926,5,,Terminal Pinheirinho,Chapéu chinês,844,637
"Rua Isaac Ferreira da Cruz, 3351 - Sítio Cercado",160024,-25.535631276745,-49.270929766865,20,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Av. Winston Churchill, 2472 - Capão Raso",150331,-25.518348864079,-49.29566769888,2,,Terminal Sítio Cercado,Domus,843,637
"Rua Joaquim Simões, 10 - Pinheirinho",170051,-25.52114093887,-49.296043208143,3,,Terminal Sítio Cercado,Chapéu chinês,843,637
"Rua Mal. Otávio Saldanha Maza, 3046 - Capão Raso",160245,-25.525816036122,-49.293896099826,5,,Terminal Sítio Cercado,Chapéu chinês,843,637
"Rua Isaac Ferreira da Cruz, 3350 - Sítio Cercado",160023,-25.535467207864,-49.270893411045,2,,Terminal Pinheirinho,Novo mobiliário,844,637
"Rua Isaac Ferreira da Cruz, 4729 - Pinheirinho",160031,-25.535961343618,-49.283845480986,12,,Terminal Pinheirinho,Novo mobiliário,844,637
"Rua Léon Nicolas, 2081 - Capão Raso",150332,-25.515159644727,-49.294443608469,20,,Terminal Pinheirinho,Domus,844,637
"Rua Isaac Ferreira da Cruz, 5608 - Pinheirinho",160036,-25.530323506367,-49.288999504299,7,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Isaac Ferreira da Cruz, 3018 - Sítio Cercado",160025,-25.536498352218,-49.273899504299,3,,Terminal Pinheirinho,Novo mobiliário,844,637
"Rua Cruzeiro do Sul, 372 - Sítio Cercado",160241,-25.539255186713,-49.280822631426,10,,Terminal Pinheirinho,Domus,844,637
"Rua Cruzeiro do Sul, 839 - Sítio Cercado",160237,-25.542798205685,-49.278501179524,8,,Terminal Pinheirinho,Chapéu chinês,844,637
"Rua Mandirituba, 1616 - Sítio Cercado",160233,-25.541694406821,-49.274284139881,6,,Terminal Pinheirinho,Chapéu chinês,844,637
"R. Emanoel Voluz, 497 - Pinheirinho",150908,-25.525594921011,-49.291831226374,16,,Terminal Pinheirinho,Chapéu chinês,844,637
"Rua Isaac Ferreira da Cruz, 4022 -Sítio Cercado",160028,-25.537682100813,-49.276909766865,18,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Isaac Ferreira da Cruz, 6018 - Pinheirinho",160038,-25.528153440264,-49.29169157424,6,,Terminal Sítio Cercado,Novo mobiliário,843,637
Terminal Pinheirinho - 637 - Santa Joana,105731,-25.512409394833,-49.294840204859,1,14494,Terminal Sítio Cercado,Plataforma,843,637
"Rua Isaac Ferreira da Cruz, 4021 - Sítio Cercado",160027,-25.53756114281,-49.277001953373,4,,Terminal Pinheirinho,Novo mobiliário,844,637
"Rua Cruzeiro do Sul, 130 - Sítio Cercado",160243,-25.53727,-49.2821,11,,Terminal Pinheirinho,Domus,844,637
"Rua Isaac Ferreira da Cruz, 5240 - Pinheirinho",160034,-25.533183277052,-49.286766646662,13,,Terminal Pinheirinho,Novo mobiliário,844,637
"Rua Cruzeiro do Sul, 579 - Sítio Cercado",160239,-25.541508307209,-49.279355463095,9,,Terminal Pinheirinho,Domus,844,637
"Rua Emanoel Voluz, 284 - Pinheirinho",160244,-25.524017075104,-49.292992119479,17,,Terminal Pinheirinho,Domus,844,637
"Rua Emanoel Voluz, 949 - Pinheirinho",150579,-25.528548049752,-49.288473938393,14,,Terminal Pinheirinho,Domus,844,637
"Rua Isaac Ferreira da Cruz, 5155 - Pinheirinho",160033,-25.533720616656,-49.28669638525,8,,Terminal Sítio Cercado,Novo mobiliário,843,637
"Rua Cruzeiro do Sul, 371 - Sítio Cercado",160240,-25.539417335359,-49.280845430203,11,,Terminal Sítio Cercado,Chapéu chinês,843,637
"Rua Cruzeiro do Sul, 836 - Sítio Cercado",160236,-25.54319063138,-49.278400612268,13,,Terminal Sítio Cercado,Chapéu chinês,843,637
"Av. Winston Churchill, 2546 - Capão Raso",150330,-25.519229941942,-49.295454463264,19,,Terminal Pinheirinho,Domus,844,637
"Av. Winston Churchill, 2677 - Capão Raso",150751,-25.520731874323,-49.295383384725,18,,Terminal Pinheirinho,Placa em poste,844,637
"Rua Celeste Tortato Gabardo, 539 - Sítio Cercado",160235,-25.542878067611,-49.276191797562,7,,Terminal Pinheirinho,Domus,844,637
"Rua Joaquim Simões, 10 - Pinheirinho",170051,-25.52114093887,-49.296043208143,3,,Pinheirinho,Chapéu chinês,845,638
"Rua Lupionopolis, 2395 - Sítio Cercado",160367,-25.551429716018,-49.277474613136,21,,Pinheirinho,Chapéu chinês,845,638
"R. Pinhalão, 238 - Sítio Cercado",160364,-25.552012926398,-49.27470093197,23,,Pinheirinho,Chapéu chinês,845,638
"R. Ourizona, 321 - Sítio Cercado",160127,-25.553073356501,-49.273397655434,24,,Pinheirinho,Placa em cano,845,638
"Rua Nova Esperança, 2021 - Sítio Cercado",160265,-25.553431639973,-49.267471919049,1,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Helena Grodzki, 170 - Umbará",160425,-25.553724763735,-49.276790314562,8,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Nova Esperança, 1589 - Sítio Cercado",160382,-25.549741834406,-49.271408797449,3,,Terminal Pinheirinho,Domus,846,638
"Rua Nova Esperança, 1813 - Sítio Cercado",160380,-25.552039525465,-49.269748510069,2,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Helena Grodzki, 163 - Umbará",160424,-25.55386511429,-49.276813448614,19,,Pinheirinho,Domus,845,638
"R. Helena Grodzki,470 - Umbará",160775,-25.552290735627,-49.279565066099,18,,Pinheirinho,Chapéu chinês,845,638
"Alameda Nsa. Sra. do Sagrado Coração, 680 - Pinheirinho",160317,-25.528638092388,-49.292818189806,21,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Nicola Pellanda, 1459 - Pinheirinho",160324,-25.541519686495,-49.294415445274,16,,Terminal Pinheirinho,Novo mobiliário,846,638
"Rua Nova Aurora, 307 - Sítio Cercado",160126,-25.551392207796,-49.274255962318,4,,Terminal Pinheirinho,Chapéu chinês,846,638
Terminal Pinheirinho - 638 - Pinheirinho,105717,-25.512980052245,-49.294831064112,1,14494,Pinheirinho,Plataforma,845,638
"Rua Nicola Pellanda, 1968 - Pinheirinho",160326,-25.547534656812,-49.293478013224,13,,Pinheirinho,Novo mobiliário,845,638
"Av. Winston Churchill, 2546 - Capão Raso",150330,-25.519229941942,-49.295454463264,25,,Terminal Pinheirinho,Domus,846,638
"Rua Nicola Pellanda, 2091 - Pinheirinho",160327,-25.54745116804,-49.293365360445,14,,Terminal Pinheirinho,Novo mobiliário,846,638
"Rua Mandaguaçu, 138 - Sítio Cercado",160128,-25.551509115866,-49.276103675365,5,,Terminal Pinheirinho,Chapéu chinês,846,638
"Estr. do Ganchinho, 1780 - Sítio Cercado",160823,-25.552690223235,-49.277113596286,7,,Terminal Pinheirinho,Sem demarcação,846,638
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho",160322,-25.531411775602,-49.296449900812,8,,Pinheirinho,Domus,845,638
"Rua Nicola Pellanda, 1456 - Pinheirinho",160323,-25.541866968186,-49.294554920143,11,,Pinheirinho,Novo mobiliário,845,638
"Estrada do Ganchinho, 1105 - Umbará",160419,-25.549166911116,-49.285294593519,16,,Pinheirinho,Domus,845,638
"Rua Pérola do Oeste, 144 - Sítio Cercado",160365,-25.551851985192,-49.276193858332,22,,Pinheirinho,Placa em cano,845,638
"R. Helena Grodzki, 485 - Umbará",160774,-25.552178211733,-49.279531538487,9,,Terminal Pinheirinho,Chapéu chinês,846,638
"Alameda Nsa. Sra. do Sagrado Coração, 681 - Pinheirinho",160316,-25.528462617253,-49.292783321089,6,,Pinheirinho,Domus,845,638
"R. Ourizona, 601 - Sítio Cercado",160363,-25.551343752212,-49.270715909509,25,,Pinheirinho,Sem demarcação,845,638
"Rua Nova Esperança, 1812 - Sítio Cercado",160381,-25.552106071943,-49.269808859772,26,,Pinheirinho,Sem demarcação,845,638
"Rua Nicola Pellanda, 1031 - Pinheirinho",160141,-25.538179630971,-49.294743263316,17,,Terminal Pinheirinho,Novo mobiliário,846,638
"Av. Winston Churchill, 2677 - Capão Raso",150751,-25.520731874323,-49.295383384725,24,,Terminal Pinheirinho,Placa em poste,846,638
"Rua Nicola Pellanda, 1719 - Pinheirinho",160145,-25.544221680924,-49.294155271,15,,Terminal Pinheirinho,Novo mobiliário,846,638
"Estrada do Ganchinho, 355 - Umbará",160415,-25.547908540598,-49.290644259399,13,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Lupionopolis, 2398 - Sítio Cercado",160366,-25.551303881937,-49.27747863645,6,,Terminal Pinheirinho,Chapéu chinês,846,638
"Alameda Nsa. Sra. do Sagrado Coração, 345 - Pinheirinho",160318,-25.530154428898,-49.294895560688,7,,Pinheirinho,Chapéu chinês,845,638
"Estr. do Ganchinho, 1779 - Sítio Cercado",160822,-25.552480905208,-49.277096161928,20,,Pinheirinho,Placa em poste,845,638
"Rua Helena Grodzki, 386 - Umbará",160421,-25.550777771923,-49.281539500899,10,,Terminal Pinheirinho,Chapéu chinês,846,638
"R. Emanoel Voluz, 497 - Pinheirinho",150908,-25.525594921011,-49.291831226374,22,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Nicola Pellanda, 854 - Pinheirinho",160140,-25.537718591055,-49.294969909978,10,,Pinheirinho,Novo mobiliário,845,638
"Rua Mal. Otávio Saldanha Mazza, 8636 - Pinheirinho",170052,-25.522075360032,-49.297146011886,4,,Pinheirinho,Novo mobiliário,845,638
"Estrada do Ganchinho, 350 - Umbará",160414,-25.548030748314,-49.290669740385,14,,Pinheirinho,Domus,845,638
"Estrada do Ganchinho, 683 - Umbará",160416,-25.548127546416,-49.288179309314,15,,Pinheirinho,Domus,845,638
"Rua Helena Grodzki, 373 - Umbará",160420,-25.550764054671,-49.281818450636,17,,Pinheirinho,Chapéu chinês,845,638
"Rua Nicola Pellanda, 675 - Pinheirinho",160080,-25.535028551163,-49.295648508858,18,,Terminal Pinheirinho,Novo mobiliário,846,638
"Rua Emanoel Voluz, 284 - Pinheirinho",160244,-25.524017075104,-49.292992119479,23,,Terminal Pinheirinho,Domus,846,638
"Rua Léon Nicolas, 2081 - Capão Raso",150332,-25.515159644727,-49.294443608469,26,,Terminal Pinheirinho,Domus,846,638
"Alameda Nsa. Sra. do Sagrado Coração, 471 - Pinheirinho",160321,-25.531962390077,-49.296896488613,19,,Terminal Pinheirinho,Chapéu chinês,846,638
"Rua Nicola Pellanda, 678 - Pinheirinho",160079,-25.535055173536,-49.295786642623,9,,Pinheirinho,Novo mobiliário,845,638
"Av. Winston Churchill, 2472 - Capão Raso",150331,-25.518348864079,-49.29566769888,2,,Pinheirinho,Domus,845,638
"Rua Mal. Otávio Saldanha Maza, 3046 - Capão Raso",160245,-25.525816036122,-49.293896099826,5,,Pinheirinho,Chapéu chinês,845,638
"Rua Nicola Pellanda, 1685 - Pinheirinho",160325,-25.543871986016,-49.294383258766,12,,Pinheirinho,Novo mobiliário,845,638
"Alameda Nsa. Sra. do Sagrado Coração, 346 - Pinheirinho",160319,-25.530292386736,-49.294841916508,20,,Terminal Pinheirinho,Chapéu chinês,846,638
"Estrada do Ganchinho, 680 - Umbará",160417,-25.548007758753,-49.288084090895,12,,Terminal Pinheirinho,Domus,846,638
"Estrada do Ganchinho, 1110 - Umbará",160418,-25.549100363006,-49.285003573841,11,,Terminal Pinheirinho,Domus,846,638
Terminal Pinheirinho - 639 - Futurama,105715,-25.513185903772,-49.294821778522,1,14494,Futurama,Plataforma,847,639
"Rua Mal. Otávio Saldanha Mazza, 8636 - Pinheirinho",170052,-25.522075360032,-49.297146011886,4,,Futurama,Novo mobiliário,847,639
"Rua Pedro Picussa, 509 - Umbara",160343,-25.559155999666,-49.281810404009,21,,Futurama,Chapéu chinês,847,639
"Rua Hermínio Nichele, 333 - Umbara",160332,-25.550941917068,-49.289075167126,11,,Terminal Pinheirinho,Domus,848,639
"Rua Nicola Pellanda, 1456 - Pinheirinho",160323,-25.541866968186,-49.294554920143,11,,Futurama,Novo mobiliário,847,639
"Rua Deputado Pinheiro Júnior, 615 - Umbara",160062,-25.560244872716,-49.283804626411,22,,Futurama,Chapéu chinês,847,639
"Rua Léon Nicolas, 2081 - Capão Raso",150332,-25.515159644727,-49.294443608469,26,,Terminal Pinheirinho,Domus,848,639
"Rua Hermínio Nichele, 558 - Umbara",160334,-25.552779813048,-49.288298667616,10,,Terminal Pinheirinho,Domus,848,639
"Rua Deputado Pinheiro Júnior, 1408 - Umbara",160069,-25.5671674541,-49.281746030993,2,,Terminal Pinheirinho,Domus,848,639
"Rua Mal. Otávio Saldanha Maza, 3046 - Capão Raso",160245,-25.525816036122,-49.293896099826,5,,Futurama,Chapéu chinês,847,639
"Alameda Nsa. Sra. do Sagrado Coração, 540 - Pinheirinho",160322,-25.531411775602,-49.296449900812,8,,Futurama,Domus,847,639
"Rua Nicola Pellanda, 1968 - Pinheirinho",160326,-25.547534656812,-49.293478013224,13,,Futurama,Novo mobiliário,847,639
"Alameda Nsa. Sra. do Sagrado Coração, 346 - Pinheirinho",160319,-25.530292386736,-49.294841916508,20,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Deputado Pinheiro Júnior, 974 -Umbara",160064,-25.563183570692,-49.282969118303,4,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Francisco Becker, 51 - Umbará",160338,-25.557096792689,-49.283830107397,19,,Futurama,Sem demarcação,847,639
"Rua Deputado Pinheiro Júnior, 1103 - Umbara",160066,-25.564669225064,-49.282639206594,24,,Futurama,Chapéu chinês,847,639
"Rua Rosa Cavichiolo Nichele, 122 - Umbara",160070,-25.567931628884,-49.283095910416,1,,Terminal Pinheirinho,Domus,848,639
"Rua Nicola Pellanda, 1031 - Pinheirinho",160141,-25.538179630971,-49.294743263316,17,,Terminal Pinheirinho,Novo mobiliário,848,639
"Av. Winston Churchill, 2677 - Capão Raso",150751,-25.520731874323,-49.295383384725,24,,Terminal Pinheirinho,Placa em poste,848,639
"Rua Nicola Pellanda, 2091 - Pinheirinho",160327,-25.54745116804,-49.293365360445,14,,Terminal Pinheirinho,Novo mobiliário,848,639
"Rua João Amadeu Pedro Bom, 203 - Tatuquara",160331,-25.55044825752,-49.290617437309,12,,Terminal Pinheirinho,Chapéu chinês,848,639
"R. Emanoel Voluz, 497 - Pinheirinho",150908,-25.525594921011,-49.291831226374,22,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Hermínio Nichele, 334 - Umbara",160333,-25.550962486172,-49.289191843218,16,,Futurama,Sem demarcação,847,639
"Rua Nicola Pellanda, 2460 - Pinheirinho",160329,-25.550445837615,-49.292767227835,13,,Terminal Pinheirinho,Novo mobiliário,848,639
"Rua Francisco Becker, 51 - Umbará",160339,-25.557041137955,-49.28386363501,8,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Nicola Pellanda, 678 - Pinheirinho",160079,-25.535055173536,-49.295786642623,9,,Futurama,Novo mobiliário,847,639
"Rua Joaquim Simões, 10 - Pinheirinho",170051,-25.52114093887,-49.296043208143,3,,Futurama,Chapéu chinês,847,639
"Alameda Nsa. Sra. do Sagrado Coração, 681 - Pinheirinho",160316,-25.528462617253,-49.292783321089,6,,Futurama,Domus,847,639
"Alameda Nsa. Sra. do Sagrado Coração, 345 - Pinheirinho",160318,-25.530154428898,-49.294895560688,7,,Futurama,Chapéu chinês,847,639
"Rua Nicola Pellanda, 1685 - Pinheirinho",160325,-25.543871986016,-49.294383258766,12,,Futurama,Novo mobiliário,847,639
"Rua Nicola Pellanda, 675 - Pinheirinho",160080,-25.535028551163,-49.295648508858,18,,Terminal Pinheirinho,Novo mobiliário,848,639
"Av. Winston Churchill, 2546 - Capão Raso",150330,-25.519229941942,-49.295454463264,25,,Terminal Pinheirinho,Domus,848,639
"Rua Deputado Pinheiro Júnior, 614 - Umbara",160063,-25.560156553382,-49.283705384678,5,,Terminal Pinheirinho,Chapéu chinês,848,639
"Av. Winston Churchill, 2472 - Capão Raso",150331,-25.518348864079,-49.29566769888,2,,Futurama,Domus,847,639
"Rua Nicola Pellanda, 2476 - Pinheirinho",160328,-25.550725336291,-49.292839647478,14,,Futurama,Sem demarcação,847,639
"Rua Pedro Picussa, 298 - Umbara",160340,-25.557142768319,-49.282322705931,20,,Futurama,Sem demarcação,847,639
"Rua Deputado Pinheiro Júnior, 973 -Umbara",160065,-25.563303343185,-49.283068360037,23,,Futurama,Chapéu chinês,847,639
"Alameda Nsa. Sra. do Sagrado Coração, 680 - Pinheirinho",160317,-25.528638092388,-49.292818189806,21,,Terminal Pinheirinho,Chapéu chinês,848,639
"Alameda Nsa. Sra. do Sagrado Coração, 471 - Pinheirinho",160321,-25.531962390077,-49.296896488613,19,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Nicola Pellanda, 1719 - Pinheirinho",160145,-25.544221680924,-49.294155271,15,,Terminal Pinheirinho,Novo mobiliário,848,639
"Rua Pedro Picussa, 299 - Umbara",160341,-25.557107681655,-49.282218099779,7,,Terminal Pinheirinho,Domus,848,639
"Rua Pedro Picussa, 1090- Umbara",160342,-25.559037432892,-49.28176614756,6,,Terminal Pinheirinho,Domus,848,639
"Rua Nicola Pellanda, 854 - Pinheirinho",160140,-25.537718591055,-49.294969909978,10,,Futurama,Novo mobiliário,847,639
"Rua João Amadeu Pedro Bom, 202 - Tatuquara",160330,-25.550617650731,-49.290754229969,15,,Futurama,Placa em cano,847,639
"Rua Hermínio Nichele, 559 - Umbara",160335,-25.552801591765,-49.288432778067,17,,Futurama,Sem demarcação,847,639
"Rua Deputado Pinheiro Júnior, 971 - Umbara",160336,-25.555636420958,-49.284429581112,18,,Futurama,Sem demarcação,847,639
"Rua Emanoel Voluz, 284 - Pinheirinho",160244,-25.524017075104,-49.292992119479,23,,Terminal Pinheirinho,Domus,848,639
"Rua Nicola Pellanda, 1459 - Pinheirinho",160324,-25.541519686495,-49.294415445274,16,,Terminal Pinheirinho,Novo mobiliário,848,639
"Rua Deputado Pinheiro Júnior, 970 - Umbara",160337,-25.555609803155,-49.284331680483,9,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Deputado Pinheiro Júnior, 1102 - Umbara",160067,-25.564659546593,-49.282541305965,3,,Terminal Pinheirinho,Chapéu chinês,848,639
"Rua Nicola Pellanda, 2091 - Pinheirinho",160327,-25.54745116804,-49.293365360445,14,,Terminal Pinheirinho,Novo mobiliário,13837,640
"Rua Faustino Raimundo Pellanda, 306 - Tatuquara",160349,-25.552347867678,-49.295445413536,4,,Terminal Pinheirinho,Chapéu chinês,13837,640
"Rua Valdomiro Rodrigues, 360 - Umbará",160293,-25.55718,-49.29636,6,,Terminal Pinheirinho,Chapéu chinês,13837,640
"Rua Ângelo Rigolino, 46 - Tatuquara",160345,-25.550795544698,-49.299267929465,18,,Palmeira,Chapéu chinês,13838,640
"Rua Carlópolis, 116 - Pinheirinho",160357,-25.534933244346,-49.294306815809,11,,Palmeira,Chapéu chinês,13838,640
"Rua Isaac Ferreira da Cruz, 5240 - Pinheirinho",160034,-25.533183277052,-49.286766646662,21,,Terminal Pinheirinho,Novo mobiliário,13837,640
"Rua La Salle, 849 - Pinheirinho",160360,-25.534979228477,-49.289260239548,20,,Terminal Pinheirinho,Chapéu chinês,13837,640
"Rua Bôrtolo Pelanda, 1591 - Umbará",160815,-25.559211801257,-49.296012582658,8,,Terminal Pinheirinho,Chapéu chinês,13837,640
"Rua Isaac Ferreira da Cruz, 6018 - Pinheirinho",160038,-25.528153440264,-49.29169157424,6,,Palmeira,Novo mobiliário,13838,640
"Rua Nicola Pellanda, 1685 - Pinheirinho",160325,-25.543871986016,-49.294383258766,14,,Palmeira,Novo mobiliário,13838,640
"Rua La Salle, 320 - Pinheirinho",160358,-25.534026869317,-49.292701513714,10,,Palmeira,Domus,13838,640
"Rua Ignêz de Souza Soares, 384 - Tatuquara",160817,-25.549698134423,-49.296909302109,17,,Palmeira,Concreto,13838,640
Terminal Pinheirinho - 640 - Palmeira,105712,-25.512603689981,-49.294839737434,30,14494,Terminal Pinheirinho,Plataforma,13837,640
"Av. Winston Churchill, 2546 - Capão Raso",150330,-25.519229941942,-49.295454463264,28,,Terminal Pinheirinho,Domus,13837,640
"Rua Nicola Pellanda, 2460 - Pinheirinho",160329,-25.550445837615,-49.292767227835,13,,Terminal Pinheirinho,Novo mobiliário,13837,640
"Rua João Amadeu Pedro Bom, 307 - Tatuquara",160348,-25.55109195045,-49.295717657751,3,,Terminal Pinheirinho,Chapéu chinês,13837,640
"R. Rosa Tortato, 583 - Pinheirinho, Curitiba - PR, 81870-090",108221,-25.530630488171,-49.286961992924,22,,Terminal Pinheirinho,Chapéu chinês,13837,640
